policy_id,x,n,t,OIS,OID,k,delta,surrender_value
9751,237,120,60,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9751,237,120,90,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9751,237,120,120,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9752,474,83,8,1000.0,2000.0,0.5,0.0,184.6473457430899
9752,474,83,20,1000.0,2000.0,0.5,0.0,462.37574040987477
9752,474,83,41,1000.0,2000.0,0.5,0.0,950.9136142518045
9752,474,83,62,1000.0,2000.0,0.5,0.0,1000.0
9752,474,83,83,1000.0,2000.0,0.5,0.0,1000.0
9753,432,75,7,4000.0,1000.0,4.0,0.75,90.62790842290454
9753,432,75,18,4000.0,1000.0,4.0,0.75,233.07461660183205
9753,432,75,37,4000.0,1000.0,4.0,0.75,478.98884640679
9753,432,75,56,4000.0,1000.0,4.0,0.75,725.1705215694199
9753,432,75,75,4000.0,1000.0,4.0,0.75,970.0
9754,348,70,7,1000.0,1000.0,1.0,0.0,96.2149178843766
9754,348,70,17,1000.0,1000.0,1.0,0.0,233.9722710871857
9754,348,70,35,1000.0,1000.0,1.0,0.0,482.8013963313845
9754,348,70,52,1000.0,1000.0,1.0,0.0,718.8781677618316
9754,348,70,70,1000.0,1000.0,1.0,0.0,970.0
9755,281,58,5,1000.0,3000.0,0.3333333333333333,0.0,249.1600480500685
9755,281,58,14,1000.0,3000.0,0.3333333333333333,0.0,698.4510083590881
9755,281,58,29,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9755,281,58,43,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9755,281,58,58,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9756,580,171,17,2000.0,1000.0,2.0,0.25,102.71799312273163
9756,580,171,42,2000.0,1000.0,2.0,0.25,251.0942443775674
9756,580,171,85,2000.0,1000.0,2.0,0.25,499.0303632922655
9756,580,171,128,2000.0,1000.0,2.0,0.25,738.9840477872649
9756,580,171,171,2000.0,1000.0,2.0,0.25,970.0
9757,625,69,6,1000.0,2000.0,0.5,0.0,164.77221729813107
9757,625,69,17,1000.0,2000.0,0.5,0.0,468.4498437543911
9757,625,69,34,1000.0,2000.0,0.5,0.0,942.2497392937705
9757,625,69,51,1000.0,2000.0,0.5,0.0,1000.0
9757,625,69,69,1000.0,2000.0,0.5,0.0,1000.0
9758,336,104,10,1000.0,5000.0,0.2,0.0,460.44954259921474
9758,336,104,26,1000.0,5000.0,0.2,0.0,1000.0
9758,336,104,52,1000.0,5000.0,0.2,0.0,1000.0
9758,336,104,78,1000.0,5000.0,0.2,0.0,1000.0
9758,336,104,104,1000.0,5000.0,0.2,0.0,1000.0
9759,414,167,16,1000.0,2000.0,0.5,0.0,181.44436714192207
9759,414,167,41,1000.0,2000.0,0.5,0.0,466.35074636845974
9759,414,167,83,1000.0,2000.0,0.5,0.0,949.5098185418765
9759,414,167,125,1000.0,2000.0,0.5,0.0,1000.0
9759,414,167,167,1000.0,2000.0,0.5,0.0,1000.0
9760,315,41,4,1000.0,5000.0,0.2,0.0,470.90881998130556
9760,315,41,10,1000.0,5000.0,0.2,0.0,1000.0
9760,315,41,20,1000.0,5000.0,0.2,0.0,1000.0
9760,315,41,30,1000.0,5000.0,0.2,0.0,1000.0
9760,315,41,41,1000.0,5000.0,0.2,0.0,1000.0
9761,573,183,18,1000.0,3000.0,0.3333333333333333,0.0,267.65850263306055
9761,573,183,45,1000.0,3000.0,0.3333333333333333,0.0,672.7854958273858
9761,573,183,91,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9761,573,183,137,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9761,573,183,183,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9762,557,293,29,1000.0,5000.0,0.2,0.0,404.23694267694265
9762,557,293,73,1000.0,5000.0,0.2,0.0,1000.0
9762,557,293,146,1000.0,5000.0,0.2,0.0,1000.0
9762,557,293,219,1000.0,5000.0,0.2,0.0,1000.0
9762,557,293,293,1000.0,5000.0,0.2,0.0,1000.0
9763,234,67,6,3000.0,1000.0,3.0,0.5,86.36281185076999
9763,234,67,16,3000.0,1000.0,3.0,0.5,230.44167509300482
9763,234,67,33,3000.0,1000.0,3.0,0.5,475.99663915256264
9763,234,67,50,3000.0,1000.0,3.0,0.5,722.4856112493385
9763,234,67,67,3000.0,1000.0,3.0,0.5,970.0
9764,395,274,27,1000.0,3000.0,0.3333333333333333,0.0,271.5282424533066
9764,395,274,68,1000.0,3000.0,0.3333333333333333,0.0,687.2184479663096
9764,395,274,137,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9764,395,274,205,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9764,395,274,274,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9765,237,393,39,1000.0,2000.0,0.5,0.0,182.0734234428425
9765,237,393,98,1000.0,2000.0,0.5,0.0,460.7027046554224
9765,237,393,196,1000.0,2000.0,0.5,0.0,932.7260889361459
9765,237,393,294,1000.0,2000.0,0.5,0.0,1000.0
9765,237,393,393,1000.0,2000.0,0.5,0.0,1000.0
9766,530,32,3,1000.0,1000.0,1.0,0.0,90.43715907071231
9766,530,32,8,1000.0,1000.0,1.0,0.0,241.40249624242404
9766,530,32,16,1000.0,1000.0,1.0,0.0,483.4897548669844
9766,530,32,24,1000.0,1000.0,1.0,0.0,726.3456414284091
9766,530,32,32,1000.0,1000.0,1.0,0.0,970.0000000000001
9767,331,108,10,3000.0,1000.0,3.0,0.5,88.98866027735365
9767,331,108,27,3000.0,1000.0,3.0,0.5,240.7972101926916
9767,331,108,54,3000.0,1000.0,3.0,0.5,482.8702851198568
9767,331,108,81,3000.0,1000.0,3.0,0.5,726.2736872332976
9767,331,108,108,3000.0,1000.0,3.0,0.5,970.0
9768,386,207,20,5000.0,1000.0,5.0,1.0,106.78756946140321
9768,386,207,51,5000.0,1000.0,5.0,1.0,269.7068216909662
9768,386,207,103,5000.0,1000.0,5.0,1.0,533.0631157871042
9768,386,207,155,5000.0,1000.0,5.0,1.0,773.0948998810321
9768,386,207,207,5000.0,1000.0,5.0,1.0,970.0
9769,497,54,5,4000.0,1000.0,4.0,0.75,90.25351496492334
9769,497,54,13,4000.0,1000.0,4.0,0.75,234.3208984716078
9769,497,54,27,4000.0,1000.0,4.0,0.75,486.1460048718041
9769,497,54,40,4000.0,1000.0,4.0,0.75,719.4323168587196
9769,497,54,54,4000.0,1000.0,4.0,0.75,970.0
9770,591,95,9,3000.0,1000.0,3.0,0.5,95.84229804705963
9770,591,95,23,3000.0,1000.0,3.0,0.5,242.72350309837316
9770,591,95,47,3000.0,1000.0,3.0,0.5,490.3502672482741
9770,591,95,71,3000.0,1000.0,3.0,0.5,732.618447303879
9770,591,95,95,3000.0,1000.0,3.0,0.5,970.0
9771,302,233,23,2000.0,1000.0,2.0,0.25,94.49075942343292
9771,302,233,58,2000.0,1000.0,2.0,0.25,239.2838432020102
9771,302,233,116,2000.0,1000.0,2.0,0.25,481.32813754544594
9771,302,233,174,2000.0,1000.0,2.0,0.25,723.959087155822
9771,302,233,233,2000.0,1000.0,2.0,0.25,969.9999999999999
9772,712,145,14,1000.0,2000.0,0.5,0.0,170.4985321487425
9772,712,145,36,1000.0,2000.0,0.5,0.0,442.40284102505143
9772,712,145,72,1000.0,2000.0,0.5,0.0,902.1232158648079
9772,712,145,108,1000.0,2000.0,0.5,0.0,1000.0
9772,712,145,145,1000.0,2000.0,0.5,0.0,1000.0
9773,560,283,28,5000.0,1000.0,5.0,1.0,249.21095277782084
9773,560,283,70,5000.0,1000.0,5.0,1.0,581.6883199091876
9773,560,283,141,5000.0,1000.0,5.0,1.0,1006.935787797114
9773,560,283,212,5000.0,1000.0,5.0,1.0,1191.8852592475548
9773,560,283,283,5000.0,1000.0,5.0,1.0,970.0
9774,452,33,3,1000.0,1000.0,1.0,0.0,87.80309173657976
9774,452,33,8,1000.0,1000.0,1.0,0.0,234.27733156455105
9774,452,33,16,1000.0,1000.0,1.0,0.0,469.10051959837705
9774,452,33,24,1000.0,1000.0,1.0,0.0,704.491854838306
9774,452,33,33,1000.0,1000.0,1.0,0.0,969.9999999999999
9775,575,89,8,2000.0,1000.0,2.0,0.25,87.4509554032704
9775,575,89,22,2000.0,1000.0,2.0,0.25,240.47107801346812
9775,575,89,44,2000.0,1000.0,2.0,0.25,480.16037361436236
9775,575,89,66,2000.0,1000.0,2.0,0.25,719.5017739910843
9775,575,89,89,2000.0,1000.0,2.0,0.25,969.9999999999999
9776,440,212,21,1000.0,4000.0,0.25,0.0,367.221869316628
9776,440,212,53,1000.0,4000.0,0.25,0.0,931.0990969359519
9776,440,212,106,1000.0,4000.0,0.25,0.0,1000.0
9776,440,212,159,1000.0,4000.0,0.25,0.0,1000.0
9776,440,212,212,1000.0,4000.0,0.25,0.0,1000.0
9777,479,154,15,1000.0,1000.0,1.0,0.0,92.92146320822391
9777,479,154,38,1000.0,1000.0,1.0,0.0,235.81487357797462
9777,479,154,77,1000.0,1000.0,1.0,0.0,479.60972200230674
9777,479,154,115,1000.0,1000.0,1.0,0.0,719.6141751254391
9777,479,154,154,1000.0,1000.0,1.0,0.0,970.0
9778,518,170,17,1000.0,3000.0,0.3333333333333333,0.0,278.42749537841627
9778,518,170,42,1000.0,3000.0,0.3333333333333333,0.0,690.7667301107836
9778,518,170,85,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9778,518,170,127,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9778,518,170,170,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9779,225,198,19,1000.0,3000.0,0.3333333333333333,0.0,272.92960293774024
9779,225,198,49,1000.0,3000.0,0.3333333333333333,0.0,706.386143739042
9779,225,198,99,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9779,225,198,148,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9779,225,198,198,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9780,319,259,25,5000.0,1000.0,5.0,1.0,104.19888215620834
9780,319,259,64,5000.0,1000.0,5.0,1.0,266.95536941431067
9780,319,259,129,5000.0,1000.0,5.0,1.0,532.9143921564648
9780,319,259,194,5000.0,1000.0,5.0,1.0,776.763280314719
9780,319,259,259,5000.0,1000.0,5.0,1.0,970.0
9781,249,79,7,1000.0,4000.0,0.25,0.0,340.6621677088271
9781,249,79,19,1000.0,4000.0,0.25,0.0,926.0354190266795
9781,249,79,39,1000.0,4000.0,0.25,0.0,1000.0
9781,249,79,59,1000.0,4000.0,0.25,0.0,1000.0
9781,249,79,79,1000.0,4000.0,0.25,0.0,1000.0
9782,678,200,20,1000.0,4000.0,0.25,0.0,330.4662872276044
9782,678,200,50,1000.0,4000.0,0.25,0.0,836.2685221585967
9782,678,200,100,1000.0,4000.0,0.25,0.0,1000.0
9782,678,200,150,1000.0,4000.0,0.25,0.0,1000.0
9782,678,200,200,1000.0,4000.0,0.25,0.0,1000.0
9783,631,90,9,2000.0,1000.0,2.0,0.25,97.32591725872375
9783,631,90,22,2000.0,1000.0,2.0,0.25,237.56067778960235
9783,631,90,45,2000.0,1000.0,2.0,0.25,485.1433338447104
9783,631,90,67,2000.0,1000.0,2.0,0.25,722.2574540606591
9783,631,90,90,2000.0,1000.0,2.0,0.25,970.0
9784,434,79,7,2000.0,1000.0,2.0,0.25,85.38155883088716
9784,434,79,19,2000.0,1000.0,2.0,0.25,231.99091893148463
9784,434,79,39,2000.0,1000.0,2.0,0.25,477.06460217744126
9784,434,79,59,2000.0,1000.0,2.0,0.25,723.1948857231581
9784,434,79,79,2000.0,1000.0,2.0,0.25,970.0
9785,330,375,37,1000.0,3000.0,0.3333333333333333,0.0,265.1842978018864
9785,330,375,93,1000.0,3000.0,0.3333333333333333,0.0,671.214206380244
9785,330,375,187,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9785,330,375,281,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9785,330,375,375,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9786,657,104,10,1000.0,2000.0,0.5,0.0,178.35148303435562
9786,657,104,26,1000.0,2000.0,0.5,0.0,466.28313361804777
9786,657,104,52,1000.0,2000.0,0.5,0.0,942.2894961990904
9786,657,104,78,1000.0,2000.0,0.5,0.0,1000.0
9786,657,104,104,1000.0,2000.0,0.5,0.0,1000.0
9787,292,403,40,2000.0,1000.0,2.0,0.25,102.8474903761722
9787,292,403,100,2000.0,1000.0,2.0,0.25,258.5761836196492
9787,292,403,201,2000.0,1000.0,2.0,0.25,519.8918811923222
9787,292,403,302,2000.0,1000.0,2.0,0.25,766.100534769355
9787,292,403,403,2000.0,1000.0,2.0,0.25,969.9999999999999
9788,494,90,9,4000.0,1000.0,4.0,0.75,99.43995335061423
9788,494,90,22,4000.0,1000.0,4.0,0.75,242.41224219947438
9788,494,90,45,4000.0,1000.0,4.0,0.75,492.71442853249107
9788,494,90,67,4000.0,1000.0,4.0,0.75,728.7276780234735
9788,494,90,90,4000.0,1000.0,4.0,0.75,970.0
9789,508,201,20,4000.0,1000.0,4.0,0.75,125.62369190827435
9789,508,201,50,4000.0,1000.0,4.0,0.75,307.0205482028728
9789,508,201,100,4000.0,1000.0,4.0,0.75,581.8284842329647
9789,508,201,150,4000.0,1000.0,4.0,0.75,805.8896635057118
9789,508,201,201,4000.0,1000.0,4.0,0.75,970.0
9790,442,80,8,2000.0,1000.0,2.0,0.25,96.364537282514
9790,442,80,20,2000.0,1000.0,2.0,0.25,241.16643862748415
9790,442,80,40,2000.0,1000.0,2.0,0.25,483.39390986740165
9790,442,80,60,2000.0,1000.0,2.0,0.25,726.3222204633737
9790,442,80,80,2000.0,1000.0,2.0,0.25,969.9999999999999
9791,237,349,34,3000.0,1000.0,3.0,0.5,97.68352586536578
9791,237,349,87,3000.0,1000.0,3.0,0.5,250.47079787723618
9791,237,349,174,3000.0,1000.0,3.0,0.5,503.43251569495686
9791,237,349,261,3000.0,1000.0,3.0,0.5,749.602528108241
9791,237,349,349,3000.0,1000.0,3.0,0.5,970.0
9792,481,108,10,5000.0,1000.0,5.0,1.0,95.67960851224647
9792,481,108,27,5000.0,1000.0,5.0,1.0,255.8351528244667
9792,481,108,54,5000.0,1000.0,5.0,1.0,504.3631283384979
9792,481,108,81,5000.0,1000.0,5.0,1.0,744.1023864945697
9792,481,108,108,5000.0,1000.0,5.0,1.0,970.0
9793,304,25,2,1000.0,1000.0,1.0,0.0,77.36891059288294
9793,304,25,6,1000.0,1000.0,1.0,0.0,232.23422363480827
9793,304,25,12,1000.0,1000.0,1.0,0.0,464.8214789033057
9793,304,25,18,1000.0,1000.0,1.0,0.0,697.7698019201019
9793,304,25,25,1000.0,1000.0,1.0,0.0,970.0
9794,254,247,24,1000.0,1000.0,1.0,0.0,91.73864910701192
9794,254,247,61,1000.0,1000.0,1.0,0.0,234.17796949961772
9794,254,247,123,1000.0,1000.0,1.0,0.0,475.7223814533829
9794,254,247,185,1000.0,1000.0,1.0,0.0,720.9074348270241
9794,254,247,247,1000.0,1000.0,1.0,0.0,970.0
9795,381,166,16,3000.0,1000.0,3.0,0.5,94.58584063214136
9795,381,166,41,3000.0,1000.0,3.0,0.5,242.72028843169753
9795,381,166,83,3000.0,1000.0,3.0,0.5,489.95939484860645
9795,381,166,124,3000.0,1000.0,3.0,0.5,729.7407661853025
9795,381,166,166,3000.0,1000.0,3.0,0.5,970.0000000000001
9796,431,387,38,1000.0,3000.0,0.3333333333333333,0.0,249.53565899590592
9796,431,387,96,1000.0,3000.0,0.3333333333333333,0.0,634.7197755478021
9796,431,387,193,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9796,431,387,290,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9796,431,387,387,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9797,612,106,10,1000.0,3000.0,0.3333333333333333,0.0,263.9481917886324
9797,612,106,26,1000.0,3000.0,0.3333333333333333,0.0,689.4461921557612
9797,612,106,53,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9797,612,106,79,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9797,612,106,106,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9798,328,158,15,5000.0,1000.0,5.0,1.0,93.10805518496721
9798,328,158,39,5000.0,1000.0,5.0,1.0,242.37849992078395
9798,328,158,79,5000.0,1000.0,5.0,1.0,491.5937254111365
9798,328,158,118,5000.0,1000.0,5.0,1.0,730.8335855152933
9798,328,158,158,5000.0,1000.0,5.0,1.0,970.0
9799,675,193,19,2000.0,1000.0,2.0,0.25,110.68204026719978
9799,675,193,48,2000.0,1000.0,2.0,0.25,273.1586253019516
9799,675,193,96,2000.0,1000.0,2.0,0.25,528.8713423918737
9799,675,193,144,2000.0,1000.0,2.0,0.25,763.1940562191046
9799,675,193,193,2000.0,1000.0,2.0,0.25,970.0
9800,608,121,12,1000.0,4000.0,0.25,0.0,366.73069729712375
9800,608,121,30,1000.0,4000.0,0.25,0.0,921.6833584602624
9800,608,121,60,1000.0,4000.0,0.25,0.0,1000.0
9800,608,121,90,1000.0,4000.0,0.25,0.0,1000.0
9800,608,121,121,1000.0,4000.0,0.25,0.0,1000.0
9801,484,219,21,1000.0,2000.0,0.5,0.0,177.66701335373114
9801,484,219,54,1000.0,2000.0,0.5,0.0,458.558988527099
9801,484,219,109,1000.0,2000.0,0.5,0.0,933.3695940000316
9801,484,219,164,1000.0,2000.0,0.5,0.0,1000.0
9801,484,219,219,1000.0,2000.0,0.5,0.0,1000.0
9802,290,93,9,1000.0,4000.0,0.25,0.0,371.42332886418376
9802,290,93,23,1000.0,4000.0,0.25,0.0,950.8753899753783
9802,290,93,46,1000.0,4000.0,0.25,0.0,1000.0
9802,290,93,69,1000.0,4000.0,0.25,0.0,1000.0
9802,290,93,93,1000.0,4000.0,0.25,0.0,1000.0
9803,378,101,10,5000.0,1000.0,5.0,1.0,96.64459568386268
9803,378,101,25,5000.0,1000.0,5.0,1.0,241.9896976196655
9803,378,101,50,5000.0,1000.0,5.0,1.0,483.4895370314819
9803,378,101,75,5000.0,1000.0,5.0,1.0,722.815180166894
9803,378,101,101,5000.0,1000.0,5.0,1.0,970.0
9804,431,396,39,1000.0,1000.0,1.0,0.0,95.48477957872713
9804,431,396,99,1000.0,1000.0,1.0,0.0,242.47145122393994
9804,431,396,198,1000.0,1000.0,1.0,0.0,481.93797437276515
9804,431,396,297,1000.0,1000.0,1.0,0.0,718.8473118668239
9804,431,396,396,1000.0,1000.0,1.0,0.0,970.0
9805,217,381,38,4000.0,1000.0,4.0,0.75,107.32305519156068
9805,217,381,95,4000.0,1000.0,4.0,0.75,267.2551765490026
9805,217,381,190,4000.0,1000.0,4.0,0.75,534.4000236359179
9805,217,381,285,4000.0,1000.0,4.0,0.75,784.8350222799161
9805,217,381,381,4000.0,1000.0,4.0,0.75,970.0
9806,331,367,36,1000.0,3000.0,0.3333333333333333,0.0,264.5601818599822
9806,331,367,91,1000.0,3000.0,0.3333333333333333,0.0,673.356793124439
9806,331,367,183,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9806,331,367,275,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9806,331,367,367,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9807,368,333,33,1000.0,2000.0,0.5,0.0,181.17007899563234
9807,368,333,83,1000.0,2000.0,0.5,0.0,458.1707070537981
9807,368,333,166,1000.0,2000.0,0.5,0.0,925.6739452811817
9807,368,333,249,1000.0,2000.0,0.5,0.0,1000.0
9807,368,333,333,1000.0,2000.0,0.5,0.0,1000.0
9808,658,71,7,1000.0,1000.0,1.0,0.0,93.44264066805322
9808,658,71,17,1000.0,1000.0,1.0,0.0,227.61445165741443
9808,658,71,35,1000.0,1000.0,1.0,0.0,471.35646745961895
9808,658,71,53,1000.0,1000.0,1.0,0.0,718.4553336244899
9808,658,71,71,1000.0,1000.0,1.0,0.0,970.0000000000001
9809,440,362,36,5000.0,1000.0,5.0,1.0,236.06578363516473
9809,440,362,90,5000.0,1000.0,5.0,1.0,572.8777581803927
9809,440,362,181,5000.0,1000.0,5.0,1.0,1032.082311203556
9809,440,362,271,5000.0,1000.0,5.0,1.0,1225.7524799928788
9809,440,362,362,5000.0,1000.0,5.0,1.0,969.9999999999999
9810,293,41,4,1000.0,3000.0,0.3333333333333333,0.0,282.55907407561926
9810,293,41,10,1000.0,3000.0,0.3333333333333333,0.0,706.9314439009669
9810,293,41,20,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9810,293,41,30,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9810,293,41,41,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9811,717,24,2,1000.0,1000.0,1.0,0.0,79.8989192293315
9811,717,24,6,1000.0,1000.0,1.0,0.0,240.07220077449617
9811,717,24,12,1000.0,1000.0,1.0,0.0,481.66488626642933
9811,717,24,18,1000.0,1000.0,1.0,0.0,724.9444412567212
9811,717,24,24,1000.0,1000.0,1.0,0.0,969.9999999999999
9812,279,383,38,1000.0,3000.0,0.3333333333333333,0.0,269.7074898727656
9812,279,383,95,1000.0,3000.0,0.3333333333333333,0.0,679.0796033846598
9812,279,383,191,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9812,279,383,287,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9812,279,383,383,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9813,728,111,11,4000.0,1000.0,4.0,0.75,118.96507436606045
9813,728,111,27,4000.0,1000.0,4.0,0.75,286.24830648389354
9813,728,111,55,4000.0,1000.0,4.0,0.75,555.7516828790879
9813,728,111,83,4000.0,1000.0,4.0,0.75,786.385881198521
9813,728,111,111,4000.0,1000.0,4.0,0.75,970.0
9814,399,354,35,1000.0,3000.0,0.3333333333333333,0.0,261.8020576397345
9814,399,354,88,1000.0,3000.0,0.3333333333333333,0.0,662.3284820243671
9814,399,354,177,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9814,399,354,265,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9814,399,354,354,1000.0,3000.0,0.3333333333333333,0.0,1000.0
9815,424,281,28,1000.0,4000.0,0.25,0.0,359.89770439232313
9815,424,281,70,1000.0,4000.0,0.25,0.0,904.9816959131126
9815,424,281,140,1000.0,4000.0,0.25,0.0,1000.0
9815,424,281,210,1000.0,4000.0,0.25,0.0,1000.0
9815,424,281,281,1000.0,4000.0,0.25,0.0,1000.0
9816,481,289,28,1000.0,1000.0,1.0,0.0,92.87943338537326
9816,481,289,72,1000.0,1000.0,1.0,0.0,238.7653988204484
9816,481,289,144,1000.0,1000.0,1.0,0.0,476.6997381426104
9816,481,289,216,1000.0,1000.0,1.0,0.0,716.1313501460999
9816,481,289,289,1000.0,1000.0,1.0,0.0,970.0000000000001
9817,389,132,13,3000.0,1000.0,3.0,0.5,95.86246636574616
9817,389,132,33,3000.0,1000.0,3.0,0.5,243.51538517822428
9817,389,132,66,3000.0,1000.0,3.0,0.5,486.4550514239604
9817,389,132,99,3000.0,1000.0,3.0,0.5,729.1592542102942
9817,389,132,132,3000.0,1000.0,3.0,0.5,970.0
9818,639,199,19,2000.0,1000.0,2.0,0.25,105.05166904075406
9818,639,199,49,2000.0,1000.0,2.0,0.25,266.3158014164066
9818,639,199,99,2000.0,1000.0,2.0,0.25,520.6395496608709
9818,639,199,149,2000.0,1000.0,2.0,0.25,757.6302785162377
9818,639,199,199,2000.0,1000.0,2.0,0.25,970.0
9819,537,284,28,4000.0,1000.0,4.0,0.75,185.16585593038442
9819,537,284,71,4000.0,1000.0,4.0,0.75,445.9466649078044
9819,537,284,142,4000.0,1000.0,4.0,0.75,790.5455604451757
9819,537,284,213,4000.0,1000.0,4.0,0.75,991.4042054449396
9819,537,284,284,4000.0,1000.0,4.0,0.75,970.0
9820,423,308,30,4000.0,1000.0,4.0,0.75,142.12710047191257
9820,423,308,77,4000.0,1000.0,4.0,0.75,359.13998129636826
9820,423,308,154,4000.0,1000.0,4.0,0.75,678.4421045226138
9820,423,308,231,4000.0,1000.0,4.0,0.75,902.1767110163485
9820,423,308,308,4000.0,1000.0,4.0,0.75,970.0
9821,216,153,15,3000.0,1000.0,3.0,0.5,94.11119778889123
9821,216,153,38,3000.0,1000.0,3.0,0.5,238.6474584857031
9821,216,153,76,3000.0,1000.0,3.0,0.5,478.46506886525543
9821,216,153,114,3000.0,1000.0,3.0,0.5,719.9760849582184
9821,216,153,153,3000.0,1000.0,3.0,0.5,970.0
9822,443,253,25,1000.0,5000.0,0.2,0.0,448.1980132439694
9822,443,253,63,1000.0,5000.0,0.2,0.0,1000.0
9822,443,253,126,1000.0,5000.0,0.2,0.0,1000.0
9822,443,253,189,1000.0,5000.0,0.2,0.0,1000.0
9822,443,253,253,1000.0,5000.0,0.2,0.0,1000.0
9823,314,312,31,1000.0,2000.0,0.5,0.0,184.14844908103305
9823,314,312,78,1000.0,2000.0,0.5,0.0,466.0670081172038
9823,314,312,156,1000.0,2000.0,0.5,0.0,941.3149277374262
9823,314,312,234,1000.0,2000.0,0.5,0.0,1000.0
9823,314,312,312,1000.0,2000.0,0.5,0.0,1000.0
9824,534,29,2,3000.0,1000.0,3.0,0.5,66.7298796790936
9824,534,29,7,3000.0,1000.0,3.0,0.5,233.69677125995537
9824,534,29,14,3000.0,1000.0,3.0,0.5,467.4972033915283
9824,534,29,21,3000.0,1000.0,3.0,0.5,701.7803773113768
9824,534,29,29,3000.0,1000.0,3.0,0.5,970.0
9825,294,160,16,1000.0,1000.0,1.0,0.0,95.2707359468674
9825,294,160,40,1000.0,1000.0,1.0,0.0,238.8464380845468
9825,294,160,80,1000.0,1000.0,1.0,0.0,480.10573905138483
9825,294,160,120,1000.0,1000.0,1.0,0.0,723.7909182134247
9825,294,160,160,1000.0,1000.0,1.0,0.0,970.0
9826,668,228,22,1000.0,4000.0,0.25,0.0,308.0064970517736
9826,668,228,57,1000.0,4000.0,0.25,0.0,808.6230716004856
9826,668,228,114,1000.0,4000.0,0.25,0.0,1000.0
9826,668,228,171,1000.0,4000.0,0.25,0.0,1000.0
9826,668,228,228,1000.0,4000.0,0.25,0.0,1000.0
9827,413,261,26,3000.0,1000.0,3.0,0.5,110.89644740008947
9827,413,261,65,3000.0,1000.0,3.0,0.5,275.4093819650454
9827,413,261,130,3000.0,1000.0,3.0,0.5,539.5979258143217
9827,413,261,195,3000.0,1000.0,3.0,0.5,777.5042188943777
9827,413,261,261,3000.0,1000.0,3.0,0.5,970.0
9828,653,243,24,1000.0,4000.0,0.25,0.0,313.34682918462215
9828,653,243,60,1000.0,4000.0,0.25,0.0,793.3075656928686
9828,653,243,121,1000.0,4000.0,0.25,0.0,1000.0
9828,653,243,182,1000.0,4000.0,0.25,0.0,1000.0
9828,653,243,243,1000.0,4000.0,0.25,0.0,1000.0
9829,242,113,11,5000.0,1000.0,5.0,1.0,93.90117290875408
9829,242,113,28,5000.0,1000.0,5.0,1.0,238.94626115790274
9829,242,113,56,5000.0,1000.0,5.0,1.0,478.8006498644081
9829,242,113,84,5000.0,1000.0,5.0,1.0,719.3370076532448
9829,242,113,113,5000.0,1000.0,5.0,1.0,970.0
9830,329,209,20,1000.0,2000.0,0.5,0.0,180.73557650557527
9830,329,209,52,1000.0,2000.0,0.5,0.0,471.800374579452
9830,329,209,104,1000.0,2000.0,0.5,0.0,949.9047167532749
9830,329,209,156,1000.0,2000.0,0.5,0.0,1000.0
9830,329,209,209,1000.0,2000.0,0.5,0.0,1000.0
9831,448,308,30,1000.0,1000.0,1.0,0.0,93.19749774305188
9831,448,308,77,1000.0,1000.0,1.0,0.0,239.4653246634337
9831,448,308,154,1000.0,1000.0,1.0,0.0,478.96897199327674
9831,448,308,231,1000.0,1000.0,1.0,0.0,719.3916408379451
9831,448,308,308,1000.0,1000.0,1.0,0.0,970.0
